id;Data;Ano_Construção;Ano_Reforma;Sala;Escritório;Cozinha;Quarto;Banheiro;Andares; Preço 
3505;20140926;1950;0;1;0;1;4;1.75;1;569000
3506;20140728;1967;0;1;0;1;4;2.25;1;425000
3507;20140521;1948;0;1;0;1;4;2.25;1;635000
3508;20140519;1980;0;1;0;1;2;1;1;256500
3509;20150123;2005;0;2;0;1;4;2.5;2;695000
3510;20140730;1945;0;1.5;0.5;1;4;1.5;1.5;535000
3511;20150410;2004;0;2;0;1;4;2.5;2;454200
3512;20150123;1943;0;1;0;1;2;1;1;418500
3513;20140605;1983;0;2;0;1;4;2.75;2;749950
3514;20141019;1999;0;1;0;1;3;1.75;1;338500
3515;20140722;1992;0;1.5;0.5;1;4;3.75;1.5; 1.25e+006 
3516;20140711;1993;0;2;0;1;3;2.5;2;299950
3517;20140731;1963;0;1;0;1;4;1.75;1;325000
3518;20140826;1973;0;2;0;1;4;3;2;434000
3519;20140701;1978;0;1;0;1;4;1.75;1;328950
3520;20140519;1912;0;1;0;1;5;3.75;2.5;2095000000
3521;20150429;1978;0;2;0;1;4;2;2;570000
3522;20140916;2014;0;2;0;1;3;2.25;2;802000
3523;20141024;1918;0;1.5;0.5;1;3;1;1.5;525000
3524;20150202;1907;0;1;0;1;6;3;2.5;700000
3525;20150319;1956;1999;1;0;1;3;1.75;1;350000
3526;20150218;2005;0;1;0;1;2;1.5;3;277500
3527;20140512;1975;0;1;0;1;5;2.75;1;1575000000
3528;20140919;1913;0;1.5;0.5;1;3;1;1.5;195000
3529;20140821;1968;0;1;0;1;3;2;1;222000
3530;20150416;1979;0;1;0;1;5;3;1;865000
3531;20140509;1959;0;1;0;1;4;2;1;445000
3532;20141209;1924;0;1.5;0.5;1;4;1.5;1.5;495800
3533;20150403;1924;0;1.5;0.5;1;3;1;1.5;548500
3534;20140507;1974;0;1;0;1;3;1.75;1;310000
3535;20140711;1962;0;1;0;1;3;1.5;1;205000
3536;20140910;2003;0;2;0;1;5;3.75;2;470000
3537;20150423;2002;0;1.5;0.5;1;3;1.5;1.5;430000
3538;20150501;1999;0;1;0;1;2;2;3;310000
3539;20150325;1953;0;1.5;0.5;1;4;1;1.5;355000
3540;20150127;1968;0;1;0;1;5;2.5;1;621500
3541;20140610;1971;0;1;0;1;6;1.5;1;175000
3542;20150107;1971;0;1;0;1;6;1.5;1;326000
3543;20140912;1920;0;1.5;0.5;1;4;3.5;1.5;690000
3544;20140819;2003;0;2;0;1;4;2.5;2;335000
3545;20150224;1961;0;1;0;1;4;1;1;197000
3546;20140703;1950;2008;1;0;1;3;1.75;1;312500
3547;20141029;1959;0;1;0;1;3;2.25;1;436000
3548;20141001;2002;0;2;0;1;4;2.5;2;1015000000
3549;20140826;1992;0;2;0;1;4;2.5;2;805000
3550;20150105;1979;0;2;0;1;4;2.25;2;652427
3551;20141018;1945;1992;1;0;1;3;2.5;1;1008000000
3552;20141106;1999;0;2;0;1;4;2.5;2;355000
3553;20140729;1939;0;1;0;1;2;1;1;334550
3554;20140708;1984;0;2;0;1;3;2.25;2;557500
3555;20141103;1963;0;1;0;1;4;2.25;1;277500
3556;20140707;1960;0;1;0;1;4;3;1;300000
3557;20150225;1928;0;1.5;0.5;1;4;1;1.5;325000
3558;20150319;1951;2013;1;0;1;4;2;1;402500
3559;20140820;1963;0;1;0;1;3;1.75;1;461000
3560;20150327;1926;0;1.5;0.5;1;3;1;1.5;540000
3561;20150316;1971;0;1;0;1;3;1;1;385000
3562;20140708;1924;0;1;0;1;2;1;1;480000
3563;20140609;1963;0;1;0;1;3;2.25;1;539950
3564;20140718;1990;0;2;0;1;3;2.25;2;529000
3565;20140820;2008;0;2;0;1;3;2.5;2;417000
3566;20150217;1966;0;1;0;1;3;1.5;1;405000
3567;20140723;1966;0;1;0;1;3;2.25;1;299000
3568;20140813;1983;0;1;0;1;3;1.75;1;299000
3569;20140514;1951;0;1;0;1;3;1;1;372220
3570;20140522;1904;0;1;0;1;2;1.75;1;494400
3571;20140924;1958;0;1;0;1;3;1.75;1;280000
3572;20141121;1992;0;2;0;1;3;2.5;2;277950
3573;20141219;1996;0;2;0;1;3;2.75;2;770000
3574;20141008;1989;0;2;0;1;4;2.5;2;760000
3575;20150126;2004;0;1;0;1;2;2;1;230000
3576;20141002;1994;0;2;0;1;4;2.5;2;525000
3577;20140701;1927;0;1.5;0.5;1;3;1;1.5;307000
3578;20140618;1947;0;1.5;0.5;1;4;2;1.5;253779
3579;20140617;1968;0;1;0;1;3;1.5;1;405000
3580;20150312;1942;0;2;0;1;2;1;2;360000
3581;20150511;1910;0;1.5;0.5;1;2;1;1.5;521000
3582;20140926;1978;0;2;0;1;4;2.5;2;680000
3583;20141203;1950;0;1;0;1;1;0.75;1;355000
3584;20140623;1968;0;1;0;1;3;1.5;1;200000
3585;20140708;1993;0;1;0;1;3;2.25;1;330000
3586;20140812;1987;0;2;0;1;3;2.25;2;221000
3587;20150204;1910;1977;2;0;1;4;4.5;2;1,59889E+11
3588;20140723;1947;0;1;0;1;2;1;1;310000
3589;20150409;1932;0;1.5;0.5;1;4;2.25;1.5;862000
3590;20140619;1960;0;1;0;1;3;1.5;1;200000
3591;20140930;1957;0;1;0;1;4;2.5;1;630000
3592;20150320;1985;0;2;0;1;3;2.25;2;432250
3593;20150123;1977;0;1;0;1;3;2.25;1;478000
3594;20140723;1962;0;1;0;1;4;2.25;1;249000
3595;20140605;2006;0;1;0;1;5;3;1;495000
3596;20141113;1960;0;1;0;1;4;2.5;1;630000
3597;20140626;1997;0;2;0;1;4;2.5;2;550000
3598;20140919;1994;0;2;0;1;3;2.5;2;350000
3599;20141202;1966;0;2;0;1;5;1.5;2;270000
3600;20141007;1963;0;1;0;1;4;2;1;488250
3601;20140516;1986;0;2;0;1;4;3.5;2;248000
3602;20140814;2014;0;1;0;1;4;3.5;3;889000
3603;20140827;1927;0;1;0;1;1;1;1;375000
3604;20141126;1906;0;2;0;1;3;1.5;2;933000
3605;20150102;1977;0;1;0;1;3;2.25;1;625000
3606;20140728;1943;0;1;0;1;2;1;1;328000
3607;20140718;1969;0;1;0;1;4;2.25;1;470000
3608;20150213;2007;0;2;0;1;5;2.5;2;502500
3609;20150407;1976;0;1;0;1;3;1.75;1;484000
3610;20140807;1961;0;1;0;1;2;1;1;252500
3611;20140821;1987;0;2;0;1;3;2.5;2;610000
3612;20140725;1969;0;1;0;1;4;2;1;419000
3613;20140717;1986;0;2;0;1;4;2.25;2;322500
3614;20150106;1918;0;1.5;0.5;1;6;1;1.5;563000
3615;20150324;1993;0;2;0;1;4;2.5;2;464000
3616;20140617;1951;1996;2;0;1;4;4.25;2;870000
3617;20150203;2003;0;2;0;1;2;1.5;2;280000
3618;20140912;1994;0;2;0;1;3;2.5;2;850000
3619;20141022;1946;0;1;0;1;2;1;1;458950
3620;20150422;1946;0;1;0;1;2;1;1;122000
3621;20140513;1994;0;2;0;1;5;3;2;525000
3622;20140716;1962;0;1;0;1;2;1;1;286300
3623;20140718;1952;0;1;0;1;2;1;1;218450
3624;20140905;1955;0;1;0;1;3;1.5;1;525000
3625;20141222;1955;0;1;0;1;3;1.5;1;650000
3626;20140625;1949;0;1.5;0.5;1;4;2;1.5;356000
3627;20140529;1951;0;1;0;1;2;1;1;436500
3628;20140807;1979;0;1;0;1;3;1.75;1;410000
3629;20140911;1950;0;1;0;1;4;1.75;1;512500
3630;20140818;1925;0;1;0;1;4;1;1;510000
3631;20140918;1966;0;1;0;1;4;1.75;1;566000
3632;20140910;1948;1981;1.5;0.5;1;3;1.75;1.5;525000
3633;20140807;1920;0;1;0;1;3;1;1;435000
3634;20141231;1989;0;1;0;1;3;2.75;1;406500
3635;20141007;1966;0;1;0;1;5;2.75;1;550000
3636;20150226;1949;0;1.5;0.5;1;3;2;1.5;251000
3637;20141211;1959;0;1;0;1;3;1.5;1;830000
3638;20150414;1989;0;2;0;1;4;2.5;2;803000
3639;20150407;1942;0;1;0;1;3;1;1;206000
3640;20140730;1944;0;1.5;0.5;1;4;1;1.5;200000
3641;20140506;1952;0;1;0;1;2;1;1;219000
3642;20140905;1962;2014;1;0;1;4;4;1;777000
3643;20150218;1979;0;2;0;1;3;2.5;2;593700
3644;20140603;1956;0;1;0;1;3;1.5;1;712500
3645;20140714;1946;0;1.5;0.5;1;4;1.5;1.5;600000
3646;20150330;1940;0;1.5;0.5;1;3;2;1.5;554663
3647;20140703;1962;0;1;0;1;3;1;1;267000
3648;20140924;1953;0;1;0;1;3;2;1;390000
3649;20150401;1979;0;1;0;1;6;2;1;335000
3650;20150423;1975;0;1;0;1;4;2.5;1;938000
3651;20150407;1993;0;1;0;1;4;2.75;1;370000
3652;20150402;2003;0;2;0;1;5;2.5;2;335000
3653;20150421;1923;0;1.5;0.5;1;5;2;1.5;695000
3654;20140606;1953;0;1;0;1;3;1;1;387500
3655;20150318;1992;0;2;0;1;3;2.5;2;245000
3656;20140729;1990;0;1;0;1;3;2;1;308550
3657;20140624;1968;0;1;0;1;3;1.75;1;225000
3658;20140903;1993;0;2;0;1;4;2.5;2;715000
3659;20150506;1954;0;1;0;1;3;1;1;335000
3660;20140821;2003;0;2;0;1;3;2.5;2;634000
3661;20140514;1956;0;1;0;1;5;2;1;337500
3662;20140904;1940;0;1;0;1;1;1;1;440000
3663;20140717;1990;0;1;0;1;3;1.75;1;350000
3664;20150114;1918;0;1;0;1;2;1;1;400000
3665;20140815;1989;0;2;0;1;4;3.5;2;1288000000
3666;20150406;1954;0;1;0;1;3;1;1;435000
3667;20140929;2004;0;2;0;1;4;2.5;2;681000
3668;20140629;2007;0;2;0;1;3;3.5;2;397000
3669;20140926;1996;0;2;0;1;4;2.5;2;775000
3670;20140707;1959;0;1;0;1;3;2.25;1;480000
3671;20140909;1985;0;2;0;1;3;2.5;2;158000
3672;20140723;2005;0;1.5;0.5;1;3;2;1.5;590000
3673;20140902;2004;0;2;0;1;5;2.75;2;772500
3674;20150217;1955;0;1;0;1;5;1.5;1;464500
3675;20150424;1966;0;1;0;1;3;1.75;1;281000
3676;20140722;1990;0;1;0;1;3;2.25;1;620000
3677;20140617;1985;0;1;0;1;3;2.25;1;475000
3678;20141017;1932;0;1;0;1;2;2;1;245000
3679;20140729;1925;0;1.5;0.5;1;5;2.25;1.5;660000
3680;20141204;1973;0;1;0;1;4;2.25;1;527500
3681;20141027;1914;0;1;0;1;2;1;1;135000
3682;20150506;2003;0;1;0;1;3;1.75;1;275000
3683;20150210;1926;0;1;0;1;4;2;1;430000
3684;20140825;1968;0;1;0;1;3;1;1;213500
3685;20140912;2012;0;2;0;1;3;3;2;535000
3686;20150213;1952;0;1;0;1;3;1.75;1;641000
3687;20141028;1952;0;1;0;1;3;2;1;436300
3688;20141014;1911;0;1.5;0.5;1;4;1.75;1.5; 1.44e+006 
3689;20150327;1949;0;1;0;1;4;2.75;1;830000
3690;20140722;1910;0;1;0;1;3;1;1;380000
3691;20150220;1945;0;1;0;1;3;0.75;1;132500
3692;20141201;1954;0;1;0;1;3;1;1;179950
3693;20150420;1954;0;1;0;1;3;1;1;188200
3694;20140702;1951;0;1;0;1;4;2;1;659000
3695;20141022;1926;0;1.5;0.5;1;3;2;1.5;317000
3696;20141124;1959;0;1;0;1;3;2.25;1;625000
3697;20140613;1976;0;1;0;1;3;1.75;1;350000
3698;20140625;1915;0;1.5;0.5;1;3;1.5;1.5;750000
3699;20140827;1959;0;1;0;1;4;1.75;1;457000
3700;20150304;1906;0;2;0;1;4;2;2;632500
3701;20140702;1991;0;1;0;1;3;2;1;223000
3702;20140902;1976;0;1;0;1;4;2.75;1;610000
3703;20141024;1948;0;2;0;1;4;1.75;2;385000
3704;20150324;2005;0;2;0;1;3;3.25;2;367500
3705;20140804;1949;0;1;0;1;3;1;1;385100
3706;20141229;1920;0;1;0;1;2;1;1;230000
3707;20140623;2008;0;2;0;1;3;2.75;2;286000
3708;20150326;1967;0;1;0;1;3;1;1;201700
3709;20150423;2002;0;1;0;1;4;4.75;2.5; 1.35e+006 
3710;20140519;1979;0;1;0;1;4;1.75;1;525000
3711;20150202;1975;0;1;0;1;3;1.5;1;361000
3712;20140923;2002;0;1;0;1;3;1.5;3;530000
3713;20141008;1950;0;1;0;1;3;2.25;1;455000
3714;20141120;1966;0;1;0;1;4;2.25;1;421000
3715;20140502;1945;0;1.5;0.5;1;4;2;1.5;640000
3716;20150331;1955;0;1;0;1;3;1;1;240000
3717;20141024;1928;0;1;0;1;2;1;1;360000
3718;20150324;1953;0;1;0;1;2;1;1;157340
3719;20150415;1950;1972;2;0;1;4;3;2; 1.24e+006 
3720;20140506;1954;0;1;0;1;3;1;1;250000
3721;20150225;1962;0;1;0;1;6;2.75;1;735000
3722;20150115;1967;0;1.5;0.5;1;7;4.75;1.5;884900
3723;20141023;1948;1990;2;0;1;3;3.5;2;775000
3724;20140502;1948;0;1;0;1;3;1.75;1;463000
3725;20140623;2009;0;1;0;1;3;2.5;3;579000
3726;20140709;2004;0;2;0;1;6;3.75;2;570000
3727;20150331;2005;0;2;0;1;5;4.5;2; 1.06e+006 
3728;20140909;1971;0;1;0;1;4;2.75;1;375000
3729;20141209;1938;0;1;0;1;2;1.75;1;422000
3730;20150209;2014;0;2;0;1;4;3.5;2;866500
3731;20150413;1986;0;2;0;1;3;2.5;2;705000
3732;20141029;1994;0;2;0;1;4;2.5;2;470000
3733;20141218;1966;0;1;0;1;3;1.25;1;360000
3734;20150429;1948;0;1;0;1;4;2.5;1;795000
3735;20150330;2003;0;2;0;1;4;2.5;2;800000
3736;20140529;1935;0;1.5;0.5;1;4;3.5;1.5;24535000000
3737;20150408;1927;0;1;0;1;3;1.75;1;277284
3738;20150413;1953;0;1;0;1;2;1;1;460000
3739;20150504;1996;0;2;0;1;3;2.5;2;898888
3740;20140806;1981;0;1;0;1;3;1;1;211000
3741;20140828;2004;0;2;0;1;2;2;2;222000
3742;20140529;1992;0;2;0;1;3;2.5;2;672000
3743;20141020;1974;0;1;0;1;3;2.25;1;778000
3744;20150121;1976;0;1;0;1;3;1.75;1;312500
3745;20140714;1975;0;1.5;0.5;1;4;2.5;1.5;650000
3746;20140826;1959;0;1;0;1;6;2.25;1;740000
3747;20140826;1972;0;1;0;1;3;2;1;320000
3748;20150508;1990;0;2;0;1;4;2.5;2;455000
3749;20140513;2013;0;2;0;1;5;4;2; 2.45e+006 
3750;20141203;2001;0;1;0;1;3;3.25;3;500000
3751;20140611;1978;0;1;0;1;3;1.75;1;325000
3752;20140912;2004;0;1;0;1;3;2.5;3;416000
3753;20150318;1968;0;2;0;1;4;2.25;2;495000
3754;20140505;1908;0;1;0;1;2;1;1;549000
3755;20140825;1968;0;1.5;0.5;1;5;2;1.5;589000
3756;20141121;1967;0;1;0;1;3;1.5;1;194820
3757;20141216;1910;0;1.5;0.5;1;3;2.5;1.5;405000
3758;20150408;1910;0;1.5;0.5;1;3;2.5;1.5;625000
3759;20141113;1954;0;1;0;1;3;1;1;205000
3760;20140623;1959;0;1;0;1;3;3.75;1;345100
3761;20141020;1953;0;1;0;1;3;1;1;200000
3762;20150212;2001;0;2;0;1;4;3.5;2;1905000000
3763;20141029;1988;0;1;0;1;3;1.5;1;524500
3764;20140826;1993;0;2;0;1;4;2.75;2;598600
3765;20141209;1978;0;1;0;1;5;3;1;367777
3766;20140507;1946;0;1;0;1;3;2.75;1;750000
3767;20141105;1968;0;2;0;1;5;2.25;2;575000
3768;20150430;1949;0;1;0;1;2;1;1;84000
3769;20141218;1926;0;1;0;1;2;1;1;255000
3770;20140520;1926;1999;1.5;0.5;1;4;3.75;1.5; 1.74e+006 
3771;20150513;1977;0;1;0;1;3;2.25;1;415000
3772;20150507;1990;0;2;0;1;3;2.5;2;449900
3773;20140919;1929;0;1.5;0.5;1;5;1.5;1.5;220000
3774;20150410;2003;0;2;0;1;4;2.5;2;899000
3775;20140714;1954;0;1;0;1;3;2.5;1;430000
3776;20150130;2001;0;2;0;1;4;2.5;2;472500
3777;20141229;1967;0;1;0;1;6;2.5;1;680000
3778;20150305;2000;0;2;0;1;5;4;2; 1.65e+006 
3779;20141118;1921;0;2;0;1;3;2;2;810000
3780;20150305;1977;0;2;0;1;3;2.5;2;605000
3781;20140725;1958;0;1;0;1;3;1.75;1;522000
3782;20150203;2005;0;2;0;1;5;2.75;2;759000
3783;20140519;1966;0;2;0;1;4;2.75;2;411000
3784;20150306;1984;0;1;0;1;4;2.5;1;286950
3785;20140610;2000;0;1;0;1;3;1.5;3;440000
3786;20140523;1955;0;1;0;1;3;1;1;149000
3787;20141112;1955;0;1;0;1;3;1;1;284700
3788;20140909;1964;0;1;0;1;3;2.5;1;374950
3789;20140916;1952;0;1;0;1;3;1.5;1;816000
3790;20141121;1960;0;1;0;1;4;1.75;1;533250
3791;20140603;1942;0;1;0;1;3;2.75;1;689800
3792;20140813;1947;0;1.5;0.5;1;4;2.75;1.5;775000
3793;20150506;1991;0;1;0;1;3;2.5;1;702000
3794;20140708;1942;0;1.5;0.5;1;3;1;1.5;160000
3795;20150309;1942;0;1.5;0.5;1;3;1;1.5;255500
3796;20141202;1973;0;1;0;1;4;2.75;1;949000
3797;20140731;1944;0;1;0;1;2;1;1;169500
3798;20140915;1965;0;2;0;1;4;2.25;2;586000
3799;20150203;1978;0;1;0;1;4;2.5;1;680000
3800;20141208;1977;0;1;0;1;3;2;1;851500
3801;20140514;1948;0;1;0;1;2;1.5;1;582500
3802;20140826;2008;0;2;0;1;4;3.5;2;637000
3803;20150128;1955;0;1;0;1;3;1;1;225000
3804;20141231;2003;0;2;0;1;3;3.25;2;795000
3805;20140818;1976;0;1;0;1;4;2.25;1;304999
3806;20150505;1915;0;1;0;1;1;0.75;1;95000
3807;20141016;1942;0;1;0;1;4;1.75;1;240000
3808;20140813;1958;0;1;0;1;4;2.5;1;772000
3809;20141113;1983;0;1;0;1;2;1.5;1;245000
3810;20141205;1999;0;1;0;1;5;3;1;430000
3811;20140611;1916;0;1.5;0.5;1;3;1.5;1.5;799000
3812;20150417;2007;0;2;0;1;5;2.75;2;880000
3813;20141208;2004;0;2;0;1;4;2.5;2;750000
3814;20141219;2008;0;2;0;1;4;4;2; 2.89e+006 
3815;20140604;1993;0;2;0;1;3;2.5;2;532000
3816;20140805;1978;0;1;0;1;4;2.75;1;525000
3817;20141117;1952;0;1;0;1;2;1;1;239000
3818;20140616;1951;0;1;0;1;2;1.5;1;460000
3819;20140605;1962;0;1.5;0.5;1;4;2.25;1.5;540000
3820;20140606;1923;0;1;0;1;2;1;1;475000
3821;20150421;1968;2014;1;0;1;3;1.75;1;445000
3822;20140905;1991;0;2;0;1;5;3.75;2;1575000000
3823;20150409;2004;0;2;0;1;4;2.5;2;549950
3824;20141017;1940;0;1.5;0.5;1;4;2;1.5;294950
3825;20141021;1993;0;1;0;1;3;2.5;3;736000
3826;20150430;1980;0;1;0;1;3;1.75;1;214946
3827;20141030;2003;0;2;0;1;5;3.25;2;856000
3828;20140504;2004;0;1;0;1;2;2.5;1;775000
3829;20150203;1959;0;1;0;1;3;1.75;1;205000
3830;20141001;1903;0;1.5;0.5;1;2;2.75;1.5;429592
3831;20150206;1977;0;1;0;1;4;1.75;1;414250
3832;20150202;1906;0;1;0;1;4;2.75;1;399950
3833;20141014;1979;0;1;0;1;3;2.25;1;319990
3834;20150109;1970;0;1;0;1;3;1.5;1;524000
3835;20150108;1913;0;1.5;0.5;1;2;1;1.5;349950
3836;20141031;1927;0;1.5;0.5;1;4;2.5;1.5;889000
3837;20140707;1919;0;1.5;0.5;1;3;1;1.5;300000
3838;20140602;1911;0;1;0;1;1;1;1;395000
3839;20150203;2008;0;1;0;1;2;2.5;3;348000
3840;20150226;1921;0;1;0;1;2;1;1;830000
3841;20140612;1965;0;1;0;1;2;1;1;173000
3842;20140522;1950;0;1;0;1;4;1.75;1;585000
3843;20150213;1966;0;1;0;1;3;2;1;576750
3844;20150504;1962;0;1;0;1;5;3.25;1;495000
3845;20141015;2007;0;2;0;1;3;3.5;2;216650
3846;20150413;1978;0;1;0;1;4;2.75;1;615000
3847;20141024;1978;0;1;0;1;4;2.5;1;675000
3848;20150401;1983;0;1;0;1;3;2;1;510000
3849;20140507;1995;0;2;0;1;3;2.5;2;630000
3850;20140801;2003;0;2;0;1;4;2.5;2;359950
3851;20141003;1986;0;1.5;0.5;1;3;1.5;1.5;265000
3852;20140521;1916;0;1;0;1;3;1;1;210000
3853;20150325;1998;0;1;0;1;3;2.5;1;367000
3854;20150413;1926;0;1.5;0.5;1;4;2.25;1.5;1075000000
3855;20150211;1948;0;1;0;1;3;2.5;1;756000
3856;20140724;1960;0;1;0;1;3;2.25;1;203000
3857;20150121;2002;0;2;0;1;4;2.5;2;535000
3858;20150323;1947;0;2;0;1;3;3.25;2;525000
3859;20150309;1981;0;1;0;1;3;1.75;1;347500
3860;20140505;2005;0;1;0;1;3;1.75;2.5;620000
3861;20150422;1996;0;2;0;1;4;2.5;2;645000
3862;20141203;1940;0;2;0;1;4;3;2; 2.2e+006 
3863;20140619;1990;0;1;0;1;3;2;1;280000
3864;20150501;1924;0;1;0;1;3;2;1;432000
3865;20141222;1929;0;2;0;1;3;1.5;2;790000
3866;20150113;1957;0;1;0;1;4;1.75;1;635000
3867;20140819;1958;0;1;0;1;3;1.5;1;442000
3868;20150422;2001;0;2;0;1;4;3;2;490000
3869;20140925;1962;0;1;0;1;5;1.75;1;250000
3870;20140619;1902;0;1;0;1;4;2.5;2.5;1325000000
3871;20141027;1954;0;1;0;1;3;1;1;120000
3872;20140918;2003;0;1;0;1;5;4.75;1; 2.95e+006 
3873;20140923;1993;0;2;0;1;4;2.5;2;325000
3874;20140612;1968;0;1;0;1;4;1.75;1;210000
3875;20150504;1920;0;1;0;1;1;1;1;215000
3876;20141029;1968;0;1;0;1;3;1.75;1;387000
3877;20140918;1925;0;1.5;0.5;1;3;1;1.5;408000
3878;20140710;1953;0;1;0;1;3;1;1;410000
3879;20141216;1925;0;1;0;1;3;1;1;216000
3880;20150330;1925;0;1;0;1;3;1;1;390000
3881;20141211;1950;0;1;0;1;3;1.5;1;357000
3882;20140519;1970;0;1;0;1;3;1;1;215000
3883;20150213;1900;0;1.5;0.5;1;3;1;1.5;265000
3884;20141209;2014;0;1;0;1;3;2.75;3;589950
3885;20150206;1950;0;1;0;1;3;1.75;1;440000
3886;20150429;1914;0;1;0;1;2;1;1;248000
3887;20140911;1977;0;2;0;1;3;2.25;2;730000
3888;20150119;2004;0;2;0;1;4;2.5;2;425000
3889;20140912;1977;0;2;0;1;3;2.5;2;680000
3890;20150218;1980;0;2;0;1;5;2.25;2;341500
3891;20150508;1950;0;1;0;1;2;1;1;395000
3892;20140731;1962;0;1.5;0.5;1;4;2.75;1.5;1225000000
3893;20140708;1975;0;1;0;1;5;2.75;1;695500
3894;20141002;1977;0;1;0;1;3;1.75;1;308000
3895;20150218;1977;0;1;0;1;3;2;1;422500
3896;20150421;1915;0;1;0;1;2;1;1;418000
3897;20141007;1961;0;1.5;0.5;1;5;1.5;1.5;385000
3898;20140512;1928;1970;1.5;0.5;1;3;3.25;1.5;876650
3899;20140821;2003;0;2;0;1;3;2.5;2;450000
3900;20140625;1973;0;1;0;1;4;2.25;1;418800
3901;20141008;1945;0;2;0;1;2;1;2;330000
3902;20150416;1963;0;1;0;1;3;1.75;1;550000
3903;20141030;1990;0;1;0;1;4;2.5;1;270000
3904;20150429;1940;0;2;0;1;3;2.25;2;978500
3905;20140930;1981;0;2;0;1;4;2.5;2;975000
3906;20140725;1973;0;1;0;1;3;2.25;1;455000
3907;20141009;1991;0;2;0;1;4;3.25;2;1415000000
3908;20150406;1951;0;1;0;1;2;1;1;220000
3909;20140813;1970;0;2;0;1;3;2;2;490000
3910;20150421;1978;0;2;0;1;4;2.25;2;420000
3911;20141208;2003;0;2;0;1;4;2.5;2;408500
3912;20150327;1915;0;1.5;0.5;1;3;1.5;1.5;716000
3913;20140602;1938;0;2;0;1;4;2.5;2;965000
3914;20150113;1968;0;1;0;1;3;1.5;1;357823
3915;20140611;1940;2001;2;0;1;5;4.5;2;70625000000
3916;20140805;1977;0;1;0;1;3;2.25;1;425000
3917;20150416;1953;0;1;0;1;4;1.75;1;711777
3918;20141201;1966;0;1;0;1;3;1;1;335000
3919;20140616;1919;0;1.5;0.5;1;4;1.5;1.5;825000
3920;20150501;1900;0;1.5;0.5;1;2;1;1.5;210000
3921;20140811;1983;0;2;0;1;2;1.75;2;575000
3922;20150404;2003;0;2;0;1;4;2.75;2;1208000000
3923;20140801;2005;0;1;0;1;2;2;1;431500
3924;20140903;1959;0;1;0;1;3;1.5;1;475000
3925;20141126;1916;0;1;0;1;4;3.75;2.5;1495000000
3926;20141223;1960;1985;2;0;1;6;3;2;540000
3927;20141210;1987;0;2;0;1;3;2.5;2;775000
3928;20140716;1997;0;1;0;1;3;2.5;1;635000
3929;20150407;1999;0;1;0;1;3;2.75;1; 1.3e+006 
3930;20140801;1976;0;1;0;1;3;2.25;1;405000
3931;20140721;1951;0;1;0;1;3;1;1;210000
3932;20150504;1923;0;2;0;1;4;2.5;2;880000
3933;20141024;1955;0;1.5;0.5;1;4;2;1.5;239000
3934;20140714;1944;2014;1;0;1;3;2.5;1;515000
3935;20140723;1978;2006;1;0;1;3;3.25;1;13799000000
3936;20140722;1999;0;2;0;1;4;2.25;2;215000
3937;20150409;1943;0;1;0;1;6;2;1;315000
3938;20140730;1957;0;1;0;1;3;1.5;1;442500
3939;20140818;1941;2004;1;0;1;2;1.75;1;311000
3940;20141217;1925;0;1;0;1;2;1;1;425000
3941;20140904;1919;0;1;0;1;3;1.75;1;433500
3942;20140804;1978;0;2;0;1;3;2.25;2;450000
3943;20140520;1987;0;2;0;1;3;2.25;2;675000
3944;20140624;1999;0;2;0;1;3;2.5;2;535000
3945;20140613;1967;0;1;0;1;3;1.75;1;577000
3946;20141217;1939;0;1;0;1;3;1.75;1;480000
3947;20150112;1914;0;1;0;1;3;1.5;1;400000
3948;20140613;1947;0;1.5;0.5;1;3;1;1.5;304000
3949;20150325;1990;0;1;0;1;3;1.75;1;355000
3950;20140905;1992;0;2;0;1;4;3.25;2;998000
3951;20140814;1936;1980;2;0;1;4;1.75;2;550000
3952;20141016;1936;1980;2;0;1;4;1.75;2;550000
3953;20140821;1948;0;2;0;1;3;1.75;2;210000
3954;20150226;1990;0;2;0;1;3;2.5;2;317000
3955;20150504;1971;0;1;0;1;4;3.5;1;700000
3956;20140616;1969;0;1;0;1;3;1;1;265000
3957;20140902;2001;0;2;0;1;4;3.5;2;700000
3958;20140908;1990;0;2;0;1;5;3.5;2; 1.02e+006 
3959;20141209;1972;0;1;0;1;4;2.25;1;1145000000
3960;20140627;1985;0;1;0;1;4;2.5;1;460000
3961;20140924;1950;0;1;0;1;2;1.5;1;410000
3962;20140905;1921;0;1;0;1;4;3;1;665000
3963;20150414;1994;0;2;0;1;4;2.5;2;600000
3964;20150504;1967;0;1;0;1;4;1.75;1;502000
3965;20140604;1978;0;2;0;1;4;2.5;2;364950
3966;20140529;1927;0;1.5;0.5;1;3;2.25;1.5;680000
3967;20140708;1967;0;1;0;1;5;2.5;1;235500
3968;20140721;2001;0;2;0;1;4;2.5;2;576000
3969;20140505;2006;0;2;0;1;2;3;2;405000
3970;20140716;1989;0;1;0;1;3;2.75;1;335000
3971;20150420;1953;0;1;0;1;2;1;1;122000
3972;20140606;1939;0;1;0;1;3;1.75;1;432000
3973;20140827;1974;0;1;0;1;4;2.25;1;375000
3974;20140625;1959;0;1;0;1;4;2.25;1;276000
3975;20140721;1977;0;1.5;0.5;1;3;2.25;1.5;450000
3976;20150511;1910;0;1;0;1;2;1;1;210000
3977;20141121;2011;0;2;0;1;3;2.5;2;279000
